URL List Updated on 31/05/2022
Part 10,https://www.bt.com/pricing/current/Call_Charges_boo/2-FrameworkImpl97281.htm
Part 11,http://bt.co.uk/pricing/current/Call_Charges_boo/2-0025_d0e5.htm
Part 12,http://www.bt.com/pricing/notifs/28-05-2021/Call_Charges_boo/NotificationPeriodImpl16177901631_d0e5.htm#1631-d0e5
Part 13,http://www.bt.com/pricing/notifs/28-04-2021/Call_Charges_boo/NotificationPeriodImpl16171251632_d0e5.htm#1632-d0e5
Part 14,http://www.bt.com/pricing/notifs/30-04-2022/Call_Charges_boo/NotificationPeriodImpl16306821633_d0e5.htm#1633-d0e5
Part 15,http://www.bt.com/pricing/notifs/28-01-2022/Call_Charges_boo/NotificationPeriodImpl16261061634_d0e5.htm#1634-d0e5
Part 17,http://www.bt.com/pricing/notifs/30-04-2022/Call_Charges_boo/NotificationPeriodImpl16307131636_d0e5.htm#1636-d0e5
